filename,berv,snr,nan_count,flux_median,wavelength_start,wavelength_end
2618218t.fits,0.8329284596453121,121.8631491502415,938,0.0767548095864608,1280.7486707646603,1321.249192308141
3036338t.fits,-21.56222736753606,208.40026821746923,942,0.19207704870754305,1280.7441582754655,1321.2477755929058
2630603t.fits,-21.332175622487405,144.76420594925375,921,0.09391232345389904,1280.7488635119935,1321.2492244313378
2600676t.fits,26.523844645600736,187.8708231712006,927,0.14010728538497771,1280.7487522891117,1321.249267897909
2492157t.fits,7.11307111310759,159.75202543554548,936,0.13235158799578614,1280.7482884003468,1321.2490369753607
2618389t.fits,0.5005975535851084,168.20928274057044,925,0.13290772153127262,1280.748755203554,1321.2491842961522
3028425t.fits,-11.465142705692307,170.5201815824819,928,0.13371093474656737,1280.7442317238863,1321.2479272166688
2515389t.fits,-26.194219978717584,107.22142329951629,965,0.05686611630715409,1280.7483786453665,1321.249175764076
2584446t.fits,24.079259352730823,138.3320787310251,940,0.08332092483092966,1280.7487079392495,1321.2492217602748
2399971t.fits,23.473253160981717,103.68576529795108,943,0.11076810403320408,1280.7519795538892,1321.25292381944
2637846t.fits,-26.215247486234485,196.40954777214665,920,0.16123526532616353,1280.7488444210996,1321.2492417079648
2516769t.fits,-26.186867727205918,173.76357848533365,932,0.13030399741493975,1280.7482238680866,1321.2492450678149
2518059t.fits,-25.852292164338554,170.17608742035185,930,0.1260022349035504,1280.748264621587,1321.2491538772642
2733552t.fits,26.38140890049349,139.7630287810428,922,0.08672804393746984,1280.748901439112,1321.2492814967245
2762027t.fits,8.027963407301275,193.47354387242956,940,0.14468871980428594,1280.7487002333075,1321.249399694816
2601662t.fits,26.39384164137133,176.39992392119683,926,0.12545728068347334,1280.7488139066738,1321.2492632408962
2426774t.fits,-0.09840192940778673,101.49277928140293,971,0.15398732153877726,1280.7530473647384,1321.2540974775957
2922008t.fits,-18.546502669259702,172.91932726536157,930,0.11222569872777322,1280.74755314748,1321.2484293978712
2438465t.fits,-26.313770214885075,145.81333988373325,947,0.12727073379295945,1280.7528649312549,1321.25386319311
2759492t.fits,14.839331166935317,190.90445594953277,927,0.1336640800442248,1280.7488870447187,1321.2493279801593
